Method,LOC,V,v(G),MI
org.apache.commons.configuration2.tree.xpath.TestXPathExpressionEngine.testPrepareAddInvalidAttributePath(),9,11,1,71.75784002
org.apache.commons.configuration2.tree.xpath.TestXPathExpressionEngine.testPrepareAddInvalidAttributePath2(),9,11,1,71.75784002
org.apache.commons.configuration2.tree.xpath.TestXPathExpressionEngine.testPrepareAddInvalidParent(),10,48,1,66.27945979
org.apache.commons.configuration2.tree.xpath.TestXPathExpressionEngine.testPrepareAddInvalidPath(),8,11,1,72.8736793
org.apache.commons.configuration2.tree.xpath.TestXPathExpressionEngine.testPrepareAddInvalidPathMultipleAttributes(),9,11,1,71.75784002
org.apache.commons.configuration2.tree.xpath.TestXPathExpressionEngine.testPrepareAddInvalidPathWithSlash(),8,11,1,72.8736793
org.apache.commons.configuration2.tree.xpath.TestXPathExpressionEngine.testPrepareAddNode(),12,68,1,63.49302468
org.apache.commons.configuration2.tree.xpath.TestXPathExpressionEngine.testPrepareAddNullKey(),9,28,1,68.91666573
org.apache.commons.configuration2.tree.xpath.TestXPathExpressionEngine.testPrepareAddPath(),13,84,1,62.09214799
org.apache.commons.configuration2.tree.xpath.TestXPathExpressionEngine.testPrepareAddRootAttribute(),12,57,1,64.02961736
org.apache.commons.configuration2.tree.xpath.TestXPathExpressionEngine.testPrepareAddRootChild(),12,57,1,64.02961736
org.apache.commons.configuration2.tree.xpath.TestXPathExpressionEngine.testPrepareAddToAttributeResult(),11,38,1,66.08692898
org.apache.commons.configuration2.tree.xpath.TestXPathExpressionEngine.testQueryAttributeExpression(),15,111,1,59.88890625
org.apache.commons.configuration2.tree.xpath.TestXPathExpressionEngine.testQueryNodeExpression(),14,131,1,60.03873987
org.apache.commons.configuration2.tree.xpath.TestXPathExpressionEngine.testQueryWithEmptyKey(),9,8,1,72.72623733
org.apache.commons.configuration2.tree.xpath.TestXPathExpressionEngine.testQueryWithNullKey(),8,8,1,73.84207661
org.apache.commons.configuration2.tree.xpath.TestXPathExpressionEngine.testQueryWithoutResult(),11,48,1,65.37652124
org.apache.commons.configuration2.tree.xpath.TestXPathExpressionEngineInConfig.setUp(),6,20,1,73.78110455
org.apache.commons.configuration2.tree.xpath.TestXPathExpressionEngineInConfig.testAddPropertyComplexStructures(),20,178,1,55.72740509
org.apache.commons.configuration2.tree.xpath.TestXPathExpressionEngineInConfig.testPropertiesWithNamespace(),22,145,2,55.3135069
org.apache.commons.configuration2.tree.xpath.TestXPathExpressionEngineInConfig.testSetPropertyExisting(),11,66,1,64.40812393
org.apache.commons.configuration2.tree.xpath.TestXPathExpressionEngineInConfig.testSetPropertyNewAttribute(),11,88,1,63.53330125
org.apache.commons.configuration2.tree.xpath.TestXPathExpressionEngineInConfig.testSetPropertyNewKey(),9,38,1,67.98801978
org.apache.commons.configuration2.tree.xpath.TestXPathExpressionEngineInConfig.testSetPropertyPartlyExisting(),11,88,1,63.53330125
"org.apache.commons.configuration2.tree.xpath.XPathContextFactory.createContext(T,NodeHandler<T>)",16,31,1,63.15633289
org.apache.commons.configuration2.tree.xpath.XPathExpressionEngine.XPathExpressionEngine(),8,8,1,73.84207661
org.apache.commons.configuration2.tree.xpath.XPathExpressionEngine.XPathExpressionEngine(XPathContextFactory),10,2,1,75.94371705
"org.apache.commons.configuration2.tree.xpath.XPathExpressionEngine.attributeKey(String,String)",14,98,2,60.78680723
"org.apache.commons.configuration2.tree.xpath.XPathExpressionEngine.canonicalKey(T,String,NodeHandler<T>)",25,187,3,53.19441335
org.apache.commons.configuration2.tree.xpath.XPathExpressionEngine.convertResults(List<?>),19,50,2,59.94009878
"org.apache.commons.configuration2.tree.xpath.XPathExpressionEngine.createContext(T,NodeHandler<T>)",12,15,1,68.08926972
"org.apache.commons.configuration2.tree.xpath.XPathExpressionEngine.createNodeAddData(String,QueryResult<T>)",72,488,12,39.04582969
org.apache.commons.configuration2.tree.xpath.XPathExpressionEngine.createResult(Object),27,38,2,57.44561096
"org.apache.commons.configuration2.tree.xpath.XPathExpressionEngine.determineIndex(T,T,NodeHandler<T>)",16,50,1,61.70265677
org.apache.commons.configuration2.tree.xpath.XPathExpressionEngine.findKeySeparator(String),16,89,3,59.68020677
"org.apache.commons.configuration2.tree.xpath.XPathExpressionEngine.generateKeyForAdd(T,String,NodeHandler<T>)",30,254,3,50.53594399
org.apache.commons.configuration2.tree.xpath.XPathExpressionEngine.getContextFactory(),9,2,1,76.9418693
"org.apache.commons.configuration2.tree.xpath.XPathExpressionEngine.invalidPath(String,String)",11,28,1,67.01557493
"org.apache.commons.configuration2.tree.xpath.XPathExpressionEngine.nodeKey(T,String,NodeHandler<T>)",37,191,4,49.28146666
"org.apache.commons.configuration2.tree.xpath.XPathExpressionEngine.prepareAdd(T,String,NodeHandler<T>)",33,320,5,48.66158382
"org.apache.commons.configuration2.tree.xpath.XPathExpressionEngine.query(T,String,NodeHandler<T>)",24,106,3,55.30739454
org.apache.commons.configuration2.web.AppletConfiguration.AppletConfiguration(Applet),10,8,1,71.72808507
org.apache.commons.configuration2.web.AppletConfiguration.getKeysInternal(),11,118,3,62.37224359
org.apache.commons.configuration2.web.AppletConfiguration.getPropertyInternal(String),5,15,1,76.38318408
"org.apache.commons.configuration2.web.BaseWebConfiguration.addPropertyDirect(String,Object)",14,11,1,67.57205605
org.apache.commons.configuration2.web.BaseWebConfiguration.clearPropertyDirect(String),13,11,1,68.27413157
org.apache.commons.configuration2.web.BaseWebConfiguration.containsKeyInternal(String),11,19,1,68.19474496
org.apache.commons.configuration2.web.BaseWebConfiguration.handleDelimiters(Object),18,72,3,59.20895538
org.apache.commons.configuration2.web.BaseWebConfiguration.isEmptyInternal(),12,15,1,68.08926972
org.apache.commons.configuration2.web.ServletConfiguration.ServletConfiguration(Servlet),10,11,1,70.75968776
org.apache.commons.configuration2.web.ServletConfiguration.ServletConfiguration(ServletConfig),9,8,1,72.72623733
org.apache.commons.configuration2.web.ServletConfiguration.getKeysInternal(),9,24,1,69.38542803
org.apache.commons.configuration2.web.ServletConfiguration.getPropertyInternal(String),5,15,1,76.38318408
org.apache.commons.configuration2.web.ServletContextConfiguration.ServletContextConfiguration(Servlet),10,15,1,69.81652658
org.apache.commons.configuration2.web.ServletContextConfiguration.ServletContextConfiguration(ServletContext),10,8,1,71.72808507
org.apache.commons.configuration2.web.ServletContextConfiguration.getKeysInternal(),9,24,1,69.38542803
org.apache.commons.configuration2.web.ServletContextConfiguration.getPropertyInternal(String),5,15,1,76.38318408
org.apache.commons.configuration2.web.ServletFilterConfiguration.ServletFilterConfiguration(FilterConfig),9,8,1,72.72623733
org.apache.commons.configuration2.web.ServletFilterConfiguration.getKeysInternal(),9,24,1,69.38542803
org.apache.commons.configuration2.web.ServletFilterConfiguration.getPropertyInternal(String),5,15,1,76.38318408
org.apache.commons.configuration2.web.ServletRequestConfiguration.ServletRequestConfiguration(ServletRequest),9,8,1,72.72623733
org.apache.commons.configuration2.web.ServletRequestConfiguration.getKeysInternal(),8,24,1,70.50126731
org.apache.commons.configuration2.web.ServletRequestConfiguration.getPropertyInternal(String),31,203,6,50.5033545
org.apache.commons.configuration2.web.TestAppletConfiguration.getConfiguration(),10,297,2,60.60275694
org.apache.commons.configuration2.web.TestAppletConfiguration.getEmptyConfiguration(),12,23,2,66.65493705
org.apache.commons.configuration2.web.TestAppletConfiguration.setUp(),21,31,2,60.44561582
org.apache.commons.configuration2.web.TestAppletConfiguration.testAddPropertyDirect(),17,33,3,62.12286813
org.apache.commons.configuration2.web.TestAppletConfiguration.testClearProperty(),17,33,3,62.12286813
org.apache.commons.configuration2.web.TestServletConfiguration.getConfiguration(),5,162,1,69.14713735
org.apache.commons.configuration2.web.TestServletConfiguration.getEmptyConfiguration(),5,6,1,79.16956525
org.apache.commons.configuration2.web.TestServletConfiguration.testAddPropertyDirect(),6,11,1,75.59908841
org.apache.commons.configuration2.web.TestServletConfiguration.testClearProperty(),6,11,1,75.59908841
org.apache.commons.configuration2.web.TestServletContextConfiguration.getConfiguration(),5,247,1,67.86449501
org.apache.commons.configuration2.web.TestServletContextConfiguration.getEmptyConfiguration(),5,23,1,75.08335432
org.apache.commons.configuration2.web.TestServletContextConfiguration.testAddPropertyDirect(),6,11,1,75.59908841
org.apache.commons.configuration2.web.TestServletContextConfiguration.testClearProperty(),6,11,1,75.59908841
org.apache.commons.configuration2.web.TestServletFilterConfiguration.MockFilterConfig.getFilterName(),5,4,1,80.40255856
org.apache.commons.configuration2.web.TestServletFilterConfiguration.MockFilterConfig.getInitParameter(String),5,11,1,77.32634526
org.apache.commons.configuration2.web.TestServletFilterConfiguration.MockFilterConfig.getInitParameterNames(),5,8,1,78.29474257
org.apache.commons.configuration2.web.TestServletFilterConfiguration.MockFilterConfig.getServletContext(),5,4,1,80.40255856
"org.apache.commons.configuration2.web.TestServletFilterConfiguration.MockFilterConfig.setInitParameter(String,String)",4,15,1,78.49717562
org.apache.commons.configuration2.web.TestServletFilterConfiguration.getConfiguration(),12,104,1,62.20098222
org.apache.commons.configuration2.web.TestServletFilterConfiguration.getEmptyConfiguration(),5,6,1,79.16956525
org.apache.commons.configuration2.web.TestServletFilterConfiguration.testAddPropertyDirect(),6,11,1,75.59908841
org.apache.commons.configuration2.web.TestServletFilterConfiguration.testClearProperty(),6,11,1,75.59908841
org.apache.commons.configuration2.web.TestServletRequestConfiguration.createConfiguration(Configuration),5,71,1,71.65565524
org.apache.commons.configuration2.web.TestServletRequestConfiguration.getConfiguration(),11,101,1,63.11430988
org.apache.commons.configuration2.web.TestServletRequestConfiguration.getEmptyConfiguration(),5,28,1,74.48517097
org.apache.commons.configuration2.web.TestServletRequestConfiguration.testAddPropertyDirect(),6,11,1,75.59908841
org.apache.commons.configuration2.web.TestServletRequestConfiguration.testClearProperty(),6,11,1,75.59908841
org.apache.commons.configuration2.web.TestServletRequestConfiguration.testListWithEscapedElements(),19,259,2,54.93835241
,,,,65.12540981
Class,V,WMC,,
org.apache.commons.configuration2.AbstractConfiguration,"10,971",167,,
org.apache.commons.configuration2.AbstractHierarchicalConfiguration,"4,232",57,,
org.apache.commons.configuration2.AbstractHierarchicalConfiguration.DefinedKeysVisitor,327,9,,
org.apache.commons.configuration2.AbstractHierarchicalConfiguration.DefinedVisitor,118,3,,
org.apache.commons.configuration2.AbstractYAMLBasedConfiguration,965,19,,
org.apache.commons.configuration2.BaseConfiguration,661,14,,
org.apache.commons.configuration2.BaseConfigurationXMLReader,237,6,,
org.apache.commons.configuration2.BaseConfigurationXMLReader.SAXConverter,66,3,,
org.apache.commons.configuration2.BaseHierarchicalConfiguration,"5,296",52,,
org.apache.commons.configuration2.BaseHierarchicalConfiguration.BuilderVisitor,585,12,,
org.apache.commons.configuration2.BaseHierarchicalConfiguration.InterpolatedVisitor,941,19,,
org.apache.commons.configuration2.BaseNonStringProperties,"1,275",23,,
org.apache.commons.configuration2.CombinedConfiguration,"5,152",69,,
org.apache.commons.configuration2.CombinedConfiguration.ConfigData,788,14,,
org.apache.commons.configuration2.CompositeConfiguration,"3,062",64,,
org.apache.commons.configuration2.ConfigurationAssert,901,15,,
org.apache.commons.configuration2.ConfigurationConverter,436,9,,
org.apache.commons.configuration2.ConfigurationLookup,94,4,,
org.apache.commons.configuration2.ConfigurationMap,559,5,,
org.apache.commons.configuration2.ConfigurationMap.ConfigurationSet,380,4,,
org.apache.commons.configuration2.ConfigurationMap.ConfigurationSet.ConfigurationSetIterator,93,4,,
org.apache.commons.configuration2.ConfigurationMap.ConfigurationSet.Entry,101,4,,
org.apache.commons.configuration2.ConfigurationUtils,"2,656",44,,
org.apache.commons.configuration2.ConfigurationXMLReader,943,29,,
org.apache.commons.configuration2.DataConfiguration,"4,770",103,,
org.apache.commons.configuration2.DataConfiguration.DataConversionHandler,98,4,,
org.apache.commons.configuration2.DatabaseConfiguration,"4,041",48,,
org.apache.commons.configuration2.DatabaseConfiguration.JdbcOperation,749,10,,
org.apache.commons.configuration2.DatabaseConfigurationTestHelper,"1,259",17,,
org.apache.commons.configuration2.DynamicCombinedConfiguration,"6,601",106,,
org.apache.commons.configuration2.DynamicCombinedConfiguration.ConfigData,92,4,,
org.apache.commons.configuration2.DynamicCombinedConfiguration.CurrentConfigHolder,140,6,,
org.apache.commons.configuration2.EnvironmentConfiguration,79,4,,
org.apache.commons.configuration2.FileURLStreamHandler,89,4,,
org.apache.commons.configuration2.FindNodeVisitor,113,6,,
org.apache.commons.configuration2.HierarchicalConfigurationConverter,807,14,,
org.apache.commons.configuration2.HierarchicalConfigurationXMLReader,598,6,,
org.apache.commons.configuration2.HierarchicalConfigurationXMLReader.SAXVisitor,377,9,,
org.apache.commons.configuration2.INIConfiguration,"6,484",67,,
org.apache.commons.configuration2.INIConfiguration.GlobalSectionNodeModel,503,13,,
org.apache.commons.configuration2.ImmutableConfigurationInvocationHandler,302,5,,
org.apache.commons.configuration2.ImmutableConfigurationInvocationHandler.ImmutableIterator,92,4,,
org.apache.commons.configuration2.InterpolationTestHelper,"2,746",16,,
org.apache.commons.configuration2.JNDIConfiguration,"2,234",35,,
org.apache.commons.configuration2.JSONConfiguration,323,5,,
org.apache.commons.configuration2.Logging,838,16,,
org.apache.commons.configuration2.MapConfiguration,867,19,,
org.apache.commons.configuration2.MockInitialContextFactory,"2,002",14,,
org.apache.commons.configuration2.NonCloneableConfiguration,69,6,,
org.apache.commons.configuration2.NonStringTestHolder,"1,634",18,,
org.apache.commons.configuration2.PatternSubtreeConfigurationWrapper,"3,484",69,,
org.apache.commons.configuration2.PrefixedKeysIterator,337,9,,
org.apache.commons.configuration2.PropertiesConfiguration,"7,287",53,,
org.apache.commons.configuration2.PropertiesConfiguration.DefaultIOFactory,41,2,,
org.apache.commons.configuration2.PropertiesConfiguration.PropertiesReader,"1,134",19,,
org.apache.commons.configuration2.PropertiesConfiguration.PropertiesWriter,"1,304",25,,
org.apache.commons.configuration2.PropertiesConfigurationLayout,"5,684",70,,
org.apache.commons.configuration2.PropertiesConfigurationLayout.PropertyLayoutData,519,16,,
org.apache.commons.configuration2.StrictConfigurationComparator,311,8,,
org.apache.commons.configuration2.SubnodeConfiguration,485,14,,
org.apache.commons.configuration2.SubsetConfiguration,"1,374",30,,
org.apache.commons.configuration2.SubsetConfiguration.SubsetIterator,83,4,,
org.apache.commons.configuration2.SynchronizerTestImpl,451,12,,
org.apache.commons.configuration2.SynchronizerTestImpl.Methods,4,0,,
org.apache.commons.configuration2.SystemConfiguration,376,8,,
org.apache.commons.configuration2.TestAbstractConfiguration,"1,585",13,,
org.apache.commons.configuration2.TestAbstractConfigurationBasicFeatures,"12,654",88,,
org.apache.commons.configuration2.TestAbstractConfigurationBasicFeatures.CollectingConfigurationListener,38,1,,
org.apache.commons.configuration2.TestAbstractConfigurationBasicFeatures.TestConfigurationImpl,181,8,,
org.apache.commons.configuration2.TestAbstractConfigurationSynchronization,"1,449",21,,
org.apache.commons.configuration2.TestAbstractHierarchicalConfiguration,"16,122",83,,
org.apache.commons.configuration2.TestAbstractHierarchicalConfiguration.AbstractHierarchicalConfigurationTestImpl,237,12,,
org.apache.commons.configuration2.TestBaseConfiguration,"11,746",64,,
org.apache.commons.configuration2.TestBaseConfigurationXMLReader,"1,356",9,,
org.apache.commons.configuration2.TestBaseConfigurationXMLReader.TestContentHandler,46,1,,
org.apache.commons.configuration2.TestBaseHierarchicalConfigurationSynchronization,"2,471",19,,
org.apache.commons.configuration2.TestBaseHierarchicalConfigurationSynchronization.SubNodeAccessThread,242,3,,
org.apache.commons.configuration2.TestBaseNullConfiguration,"5,854",38,,
org.apache.commons.configuration2.TestCatalogResolver,449,8,,
org.apache.commons.configuration2.TestCombinedConfiguration,"13,718",74,,
org.apache.commons.configuration2.TestCombinedConfiguration.CombinedListener,131,3,,
org.apache.commons.configuration2.TestCombinedConfiguration.ReadThread,403,8,,
org.apache.commons.configuration2.TestCombinedConfiguration.WriteThread,341,4,,
org.apache.commons.configuration2.TestCompositeConfiguration,"12,705",66,,
org.apache.commons.configuration2.TestCompositeConfigurationNonStringProperties,122,1,,
org.apache.commons.configuration2.TestConfigurationConverter,"1,203",8,,
org.apache.commons.configuration2.TestConfigurationLookup,553,7,,
org.apache.commons.configuration2.TestConfigurationMap,452,5,,
org.apache.commons.configuration2.TestConfigurationSet,606,8,,
org.apache.commons.configuration2.TestConfigurationUtils,"5,057",45,,
org.apache.commons.configuration2.TestConfigurationUtils.CloneableSynchronizer,74,3,,
org.apache.commons.configuration2.TestConfigurationUtils.NonCloneableSynchronizer,8,0,,
org.apache.commons.configuration2.TestDataConfiguration,"39,385",62,,
org.apache.commons.configuration2.TestDatabaseConfiguration,"5,309",43,,
org.apache.commons.configuration2.TestDatabaseConfiguration.PotentialErrorDatabaseConfiguration,124,2,,
org.apache.commons.configuration2.TestDynamicCombinedConfiguration,"7,364",28,,
org.apache.commons.configuration2.TestDynamicCombinedConfiguration.ReaderThread,343,7,,
org.apache.commons.configuration2.TestDynamicCombinedConfiguration.ReloadThread,519,6,,
org.apache.commons.configuration2.TestDynamicCombinedConfiguration.ThreadLookup,164,5,,
org.apache.commons.configuration2.TestEnvironmentConfiguration,356,7,,
org.apache.commons.configuration2.TestEqualBehaviour,"2,681",14,,
org.apache.commons.configuration2.TestEqualsProperty,103,1,,
org.apache.commons.configuration2.TestHierarchicalConfiguration,"6,206",53,,
org.apache.commons.configuration2.TestHierarchicalConfigurationXMLReader,434,2,,
org.apache.commons.configuration2.TestHierarchicalXMLConfiguration,"4,197",13,,
org.apache.commons.configuration2.TestINIConfiguration,"14,801",80,,
org.apache.commons.configuration2.TestINIConfiguration.GlobalSectionTestThread,161,3,,
org.apache.commons.configuration2.TestImmutableConfiguration,"1,600",14,,
org.apache.commons.configuration2.TestJNDIConfiguration,"2,568",32,,
org.apache.commons.configuration2.TestJNDIConfiguration.PotentialErrorJNDIConfiguration,131,5,,
org.apache.commons.configuration2.TestJNDIEnvironmentValues,"1,045",16,,
org.apache.commons.configuration2.TestJSONConfiguration,"1,179",11,,
org.apache.commons.configuration2.TestMapConfiguration,"1,275",10,,
org.apache.commons.configuration2.TestNonStringProperties,101,1,,
org.apache.commons.configuration2.TestNullCompositeConfiguration,"6,117",32,,
org.apache.commons.configuration2.TestNullJNDIEnvironmentValues,"1,051",16,,
org.apache.commons.configuration2.TestPatternSubtreeConfiguration,395,4,,
org.apache.commons.configuration2.TestPropertiesConfiguration,"15,787",95,,
org.apache.commons.configuration2.TestPropertiesConfiguration.DummyLayout,31,1,,
org.apache.commons.configuration2.TestPropertiesConfiguration.MockHttpURLConnection,158,6,,
org.apache.commons.configuration2.TestPropertiesConfiguration.MockHttpURLStreamHandler,110,3,,
org.apache.commons.configuration2.TestPropertiesConfiguration.PropertiesReaderTestImpl,153,4,,
org.apache.commons.configuration2.TestPropertiesConfiguration.PropertiesWriterTestImpl,38,1,,
org.apache.commons.configuration2.TestPropertiesConfigurationLayout,"10,730",43,,
org.apache.commons.configuration2.TestPropertiesConfigurationLayout.LayoutTestConfiguration,137,3,,
org.apache.commons.configuration2.TestPropertiesConfigurationLayout.PropertiesBuilder,296,7,,
org.apache.commons.configuration2.TestPropertiesSequence,"1,518",11,,
org.apache.commons.configuration2.TestStrictConfigurationComparator,456,2,,
org.apache.commons.configuration2.TestSubnodeConfiguration,"4,832",35,,
org.apache.commons.configuration2.TestSubsetConfiguration,"3,914",23,,
org.apache.commons.configuration2.TestSystemConfiguration,889,10,,
org.apache.commons.configuration2.TestThreesomeConfiguration,222,4,,
org.apache.commons.configuration2.TestXMLConfiguration,"24,446",113,,
org.apache.commons.configuration2.TestXMLConfiguration.ReloadThread,76,3,,
org.apache.commons.configuration2.TestXMLConfiguration_605,807,11,,
org.apache.commons.configuration2.TestXMLDocumentHelper,"2,081",21,,
org.apache.commons.configuration2.TestXMLListHandling,"1,148",12,,
org.apache.commons.configuration2.TestXMLPropertiesConfiguration,"1,403",6,,
org.apache.commons.configuration2.TestYAMLConfiguration,949,10,,
org.apache.commons.configuration2.XMLConfiguration,"9,713",78,,
org.apache.commons.configuration2.XMLConfiguration.XMLBuilderVisitor,"2,309",38,,
org.apache.commons.configuration2.XMLDocumentHelper,"1,232",20,,
org.apache.commons.configuration2.XMLListReference,860,16,,
org.apache.commons.configuration2.XMLPropertiesConfiguration,"2,564",32,,
org.apache.commons.configuration2.XMLPropertiesConfiguration.XMLPropertiesHandler,279,7,,
org.apache.commons.configuration2.YAMLConfiguration,431,8,,
org.apache.commons.configuration2.beanutils.BeanCreationTestBean,118,6,,
org.apache.commons.configuration2.beanutils.BeanCreationTestBeanWithListChild,158,6,,
org.apache.commons.configuration2.beanutils.BeanCreationTestCtorBean,60,4,,
org.apache.commons.configuration2.beanutils.BeanDeclarationTestImpl,233,12,,
org.apache.commons.configuration2.beanutils.BeanHelper,"3,164",48,,
org.apache.commons.configuration2.beanutils.BeanHelper.BeanCreationContextImpl,194,6,,
org.apache.commons.configuration2.beanutils.CombinedBeanDeclaration,636,19,,
org.apache.commons.configuration2.beanutils.ConfigurationDynaBean,"1,722",31,,
org.apache.commons.configuration2.beanutils.ConfigurationDynaClass,917,20,,
org.apache.commons.configuration2.beanutils.ConstructorArg,603,15,,
org.apache.commons.configuration2.beanutils.DefaultBeanFactory,"1,397",27,,
org.apache.commons.configuration2.beanutils.TestBeanHelper,"4,676",33,,
org.apache.commons.configuration2.beanutils.TestBeanHelper.TestBeanFactory,266,6,,
org.apache.commons.configuration2.beanutils.TestCombinedBeanDeclaration,"2,484",21,,
org.apache.commons.configuration2.beanutils.TestConfigurationDynaBean,"8,702",55,,
org.apache.commons.configuration2.beanutils.TestConfigurationDynaBeanXMLConfig,15,1,,
org.apache.commons.configuration2.beanutils.TestConstructorArg,356,6,,
org.apache.commons.configuration2.beanutils.TestDefaultBeanFactory,"2,471",19,,
org.apache.commons.configuration2.beanutils.TestXMLBeanDeclaration,"5,908",38,,
org.apache.commons.configuration2.beanutils.TestXMLBeanDeclaration.XMLBeanDeclarationTestImpl,28,1,,
org.apache.commons.configuration2.beanutils.XMLBeanDeclaration,"2,911",39,,
org.apache.commons.configuration2.beanutils.XMLBeanDeclaration.NodeData,353,10,,
org.apache.commons.configuration2.builder.AutoSaveListener,391,10,,
org.apache.commons.configuration2.builder.BasicBuilderParameters,"2,978",50,,
org.apache.commons.configuration2.builder.BasicConfigurationBuilder,"2,921",62,,
org.apache.commons.configuration2.builder.BuilderConfigurationWrapperFactory,703,9,,
org.apache.commons.configuration2.builder.BuilderConfigurationWrapperFactory.BuilderConfigurationWrapperInvocationHandler,257,6,,
org.apache.commons.configuration2.builder.BuilderConfigurationWrapperFactory.EventSourceSupport,2,0,,
org.apache.commons.configuration2.builder.BuilderEventListenerImpl,230,5,,
org.apache.commons.configuration2.builder.ConfigurationBuilderEvent,126,2,,
org.apache.commons.configuration2.builder.ConfigurationBuilderResultCreatedEvent,127,3,,
org.apache.commons.configuration2.builder.CopyObjectDefaultHandler,142,4,,
org.apache.commons.configuration2.builder.DatabaseBuilderParametersImpl,372,7,,
org.apache.commons.configuration2.builder.DefaultParametersManager,649,12,,
org.apache.commons.configuration2.builder.DefaultParametersManager.DefaultHandlerData,235,4,,
org.apache.commons.configuration2.builder.DefaultReloadingDetectorFactory,57,2,,
org.apache.commons.configuration2.builder.EventListenerParameters,122,5,,
org.apache.commons.configuration2.builder.FileBasedBuilderParametersImpl,"1,361",29,,
org.apache.commons.configuration2.builder.FileBasedConfigurationBuilder,"1,636",35,,
org.apache.commons.configuration2.builder.HierarchicalBuilderParametersImpl,91,2,,
org.apache.commons.configuration2.builder.INIBuilderParametersImpl,91,2,,
org.apache.commons.configuration2.builder.JndiBuilderParametersImpl,96,2,,
org.apache.commons.configuration2.builder.ParametersBeanTestImpl,152,7,,
org.apache.commons.configuration2.builder.PropertiesBuilderParametersImpl,211,4,,
org.apache.commons.configuration2.builder.ReloadingBuilderSupportListener,181,4,,
org.apache.commons.configuration2.builder.ReloadingFileBasedConfigurationBuilder,600,14,,
org.apache.commons.configuration2.builder.TestAutoSaveListener,655,9,,
org.apache.commons.configuration2.builder.TestBasicBuilderParameters,"5,908",35,,
org.apache.commons.configuration2.builder.TestBasicConfigurationBuilder,"5,520",34,,
org.apache.commons.configuration2.builder.TestBasicConfigurationBuilder.AccessBuilderThread,147,2,,
org.apache.commons.configuration2.builder.TestBasicConfigurationBuilder.BasicConfigurationBuilderInitFailImpl,68,2,,
org.apache.commons.configuration2.builder.TestBasicConfigurationBuilder.InitializableConfiguration,53,2,,
org.apache.commons.configuration2.builder.TestBasicConfigurationBuilderEvents,"1,056",12,,
org.apache.commons.configuration2.builder.TestBuilderConfigurationWrapperFactory,"1,223",9,,
org.apache.commons.configuration2.builder.TestCopyObjectDefaultHandler,398,5,,
org.apache.commons.configuration2.builder.TestDatabaseBuilderParametersImpl,833,9,,
org.apache.commons.configuration2.builder.TestDefaultParametersManager,"1,530",14,,
org.apache.commons.configuration2.builder.TestDefaultParametersManager.FileBasedDefaultsHandler,48,1,,
org.apache.commons.configuration2.builder.TestDefaultReloadingDetectorFactory,225,3,,
org.apache.commons.configuration2.builder.TestEventListenerParameters,412,4,,
org.apache.commons.configuration2.builder.TestFileBasedBuilderParameters,"3,701",24,,
org.apache.commons.configuration2.builder.TestFileBasedConfigurationBuilder,"4,258",27,,
org.apache.commons.configuration2.builder.TestHierarchicalBuilderParametersImpl,412,4,,
org.apache.commons.configuration2.builder.TestJndiBuilderParametersImpl,450,5,,
org.apache.commons.configuration2.builder.TestPropertiesBuilderParametersImpl,910,7,,
org.apache.commons.configuration2.builder.TestReloadingBuilderSupportListener,325,2,,
org.apache.commons.configuration2.builder.TestReloadingFileBasedConfigurationBuilder,"1,585",9,,
org.apache.commons.configuration2.builder.TestReloadingFileBasedConfigurationBuilder.ReloadingFileBasedConfigurationBuilderTestImpl,79,3,,
org.apache.commons.configuration2.builder.TestXMLBuilderParametersImpl,"1,309",9,,
org.apache.commons.configuration2.builder.XMLBuilderParametersImpl,425,8,,
org.apache.commons.configuration2.builder.combined.AbstractMultiFileConfigurationBuilderTest,329,6,,
org.apache.commons.configuration2.builder.combined.BaseConfigurationBuilderProvider,"1,250",23,,
org.apache.commons.configuration2.builder.combined.CombinedBuilderParametersImpl,"1,424",33,,
org.apache.commons.configuration2.builder.combined.CombinedConfigurationBuilder,"9,882",81,,
org.apache.commons.configuration2.builder.combined.CombinedConfigurationBuilder.ConfigurationSourceData,"1,476",24,,
org.apache.commons.configuration2.builder.combined.CombinedConfigurationBuilderProvider,444,5,,
org.apache.commons.configuration2.builder.combined.ConfigurationDeclaration,603,13,,
org.apache.commons.configuration2.builder.combined.FileExtensionConfigurationBuilderProvider,513,13,,
org.apache.commons.configuration2.builder.combined.MultiFileBuilderParametersImpl,356,9,,
org.apache.commons.configuration2.builder.combined.MultiFileConfigurationBuilder,"2,244",36,,
org.apache.commons.configuration2.builder.combined.MultiFileConfigurationBuilderProvider,701,6,,
org.apache.commons.configuration2.builder.combined.MultiFileConfigurationBuilderProvider.ReloadableWrapperBuilder,72,2,,
org.apache.commons.configuration2.builder.combined.MultiFileConfigurationBuilderProvider.WrapperBuilder,155,4,,
org.apache.commons.configuration2.builder.combined.MultiWrapDynaBean,693,17,,
org.apache.commons.configuration2.builder.combined.MultiWrapDynaClass,267,8,,
org.apache.commons.configuration2.builder.combined.ReloadingCombinedConfigurationBuilder,466,13,,
org.apache.commons.configuration2.builder.combined.ReloadingMultiFileConfigurationBuilder,267,8,,
org.apache.commons.configuration2.builder.combined.TestBaseConfigurationBuilderProvider,"1,437",19,,
org.apache.commons.configuration2.builder.combined.TestCombinedBuilderParametersImpl,"3,632",28,,
