Complexity metrics,Sun, 16 Jun 2019 17:13:20 EDT
Method,ev(G),iv(G),v(G)
"org.apache.commons.collections4.trie.UnmodifiableTrie.comparator()",1,1,1
"org.apache.commons.collections4.trie.UnmodifiableTrie.containsKey(Object)",1,1,1
"org.apache.commons.collections4.trie.UnmodifiableTrie.containsValue(Object)",1,1,1
"org.apache.commons.collections4.trie.UnmodifiableTrie.entrySet()",1,1,1
"org.apache.commons.collections4.trie.UnmodifiableTrie.equals(Object)",1,1,1
"org.apache.commons.collections4.trie.UnmodifiableTrie.firstKey()",1,1,1
"org.apache.commons.collections4.trie.UnmodifiableTrie.get(Object)",1,1,1
"org.apache.commons.collections4.trie.UnmodifiableTrie.hashCode()",1,1,1
"org.apache.commons.collections4.trie.UnmodifiableTrie.headMap(K)",1,1,1
"org.apache.commons.collections4.trie.UnmodifiableTrie.isEmpty()",1,1,1
"org.apache.commons.collections4.trie.UnmodifiableTrie.keySet()",1,1,1
"org.apache.commons.collections4.trie.UnmodifiableTrie.lastKey()",1,1,1
"org.apache.commons.collections4.trie.UnmodifiableTrie.mapIterator()",1,1,1
"org.apache.commons.collections4.trie.UnmodifiableTrie.nextKey(K)",1,1,1
"org.apache.commons.collections4.trie.UnmodifiableTrie.prefixMap(K)",1,1,1
"org.apache.commons.collections4.trie.UnmodifiableTrie.previousKey(K)",1,1,1
"org.apache.commons.collections4.trie.UnmodifiableTrie.put(K,V)",1,1,1
"org.apache.commons.collections4.trie.UnmodifiableTrie.putAll(Map<? extends K, ? extends V>)",1,1,1
"org.apache.commons.collections4.trie.UnmodifiableTrie.remove(Object)",1,1,1
"org.apache.commons.collections4.trie.UnmodifiableTrie.size()",1,1,1
"org.apache.commons.collections4.trie.UnmodifiableTrie.subMap(K,K)",1,1,1
"org.apache.commons.collections4.trie.UnmodifiableTrie.tailMap(K)",1,1,1
"org.apache.commons.collections4.trie.UnmodifiableTrie.toString()",1,1,1
"org.apache.commons.collections4.trie.UnmodifiableTrie.unmodifiableTrie(Trie<K, ? extends V>)",2,1,2
"org.apache.commons.collections4.trie.UnmodifiableTrie.values()",1,1,1
"org.apache.commons.collections4.trie.UnmodifiableTrieTest.UnmodifiableTrieTest(String)",1,1,1
"org.apache.commons.collections4.trie.UnmodifiableTrieTest.getCompatibilityVersion()",1,1,1
"org.apache.commons.collections4.trie.UnmodifiableTrieTest.ignoredTests()",1,1,1
"org.apache.commons.collections4.trie.UnmodifiableTrieTest.isPutAddSupported()",1,1,1
"org.apache.commons.collections4.trie.UnmodifiableTrieTest.isPutChangeSupported()",1,1,1
"org.apache.commons.collections4.trie.UnmodifiableTrieTest.isRemoveSupported()",1,1,1
"org.apache.commons.collections4.trie.UnmodifiableTrieTest.makeFullMap()",1,1,1
"org.apache.commons.collections4.trie.UnmodifiableTrieTest.makeObject()",1,1,1
"org.apache.commons.collections4.trie.UnmodifiableTrieTest.suite()",1,1,1
"org.apache.commons.collections4.trie.UnmodifiableTrieTest.testDecorateFactory()",1,1,2
"org.apache.commons.collections4.trie.UnmodifiableTrieTest.testUnmodifiable()",1,1,1
"org.apache.commons.collections4.trie.analyzer.StringKeyAnalyzer.bitIndex(String,int,int,String,int,int)",5,5,12
"org.apache.commons.collections4.trie.analyzer.StringKeyAnalyzer.bitsPerElement()",1,1,1
"org.apache.commons.collections4.trie.analyzer.StringKeyAnalyzer.isBitSet(String,int,int)",2,1,3
"org.apache.commons.collections4.trie.analyzer.StringKeyAnalyzer.isPrefix(String,int,int,String)",2,1,3
"org.apache.commons.collections4.trie.analyzer.StringKeyAnalyzer.lengthInBits(String)",1,2,2
"org.apache.commons.collections4.trie.analyzer.StringKeyAnalyzer.mask(int)",1,1,1

Class,OCavg,WMC
"org.apache.commons.collections4.AbstractArrayListTest",1.00,3
"org.apache.commons.collections4.AbstractLinkedListTest",1.36,15
"org.apache.commons.collections4.AbstractObjectTest",1.38,33
"org.apache.commons.collections4.AbstractTreeMapTest",1.00,4
"org.apache.commons.collections4.ArrayStack",1.62,13
"org.apache.commons.collections4.ArrayStackTest",1.00,7
"org.apache.commons.collections4.ArrayUtils",3.33,10
"org.apache.commons.collections4.BagUtils",1.00,12
"org.apache.commons.collections4.BagUtilsTest",1.00,8
"org.apache.commons.collections4.BulkTest",1.40,7
"org.apache.commons.collections4.BulkTestSuiteMaker",2.82,31
"org.apache.commons.collections4.ClosureUtils",1.12,19
"org.apache.commons.collections4.ClosureUtilsTest",1.08,13
"org.apache.commons.collections4.ClosureUtilsTest.MockClosure",1.00,2
"org.apache.commons.collections4.ClosureUtilsTest.MockTransformer",1.00,1
"org.apache.commons.collections4.CollectionUtils",2.55,181
"org.apache.commons.collections4.CollectionUtils.CardinalityHelper",1.17,7
"org.apache.commons.collections4.CollectionUtils.EquatorWrapper",1.25,5
"org.apache.commons.collections4.CollectionUtils.SetOperationCardinalityHelper",1.25,5
"org.apache.commons.collections4.CollectionUtilsTest",1.03,125
"org.apache.commons.collections4.ComparatorUtils",1.82,20
"org.apache.commons.collections4.ComparatorUtilsTest",1.00,6
"org.apache.commons.collections4.EnumerationUtils",1.75,7
"org.apache.commons.collections4.EnumerationUtilsTest",1.33,4
"org.apache.commons.collections4.FactoryUtils",1.00,7
"org.apache.commons.collections4.FactoryUtilsTest",1.06,17
"org.apache.commons.collections4.FactoryUtilsTest.Mock1",1.50,6
"org.apache.commons.collections4.FactoryUtilsTest.Mock2",1.67,5
"org.apache.commons.collections4.FactoryUtilsTest.Mock3",1.00,2
"org.apache.commons.collections4.FluentIterable",1.06,36
"org.apache.commons.collections4.FluentIterableTest",1.03,32
"org.apache.commons.collections4.FunctorException",1.00,4
"org.apache.commons.collections4.IterableUtils",1.61,92
"org.apache.commons.collections4.IterableUtils.UnmodifiableIterable",1.00,2
"org.apache.commons.collections4.IterableUtilsTest",1.00,35
"org.apache.commons.collections4.IteratorUtils",1.97,138
"org.apache.commons.collections4.IteratorUtilsTest",1.16,43
"org.apache.commons.collections4.ListUtils",2.17,52
"org.apache.commons.collections4.ListUtils.CharSequenceAsList",1.00,3
"org.apache.commons.collections4.ListUtils.LcsVisitor",1.00,5
"org.apache.commons.collections4.ListUtils.Partition",1.50,6
"org.apache.commons.collections4.ListUtilsTest",1.04,27
"org.apache.commons.collections4.MapPerformance",1.33,4
"org.apache.commons.collections4.MapPerformance.DummyMap",1.00,12
"org.apache.commons.collections4.MapUtils",2.16,160
"org.apache.commons.collections4.MapUtilsTest",1.10,66
"org.apache.commons.collections4.MapUtilsTest.X",1.00,2
"org.apache.commons.collections4.MockTestCase",1.40,7
"org.apache.commons.collections4.MultiMapUtils",1.67,20
"org.apache.commons.collections4.MultiMapUtilsTest",1.80,18
"org.apache.commons.collections4.MultiSetUtils",1.00,5
"org.apache.commons.collections4.MultiSetUtilsTest",1.00,7
"org.apache.commons.collections4.PredicateUtils",1.00,30
"org.apache.commons.collections4.PredicateUtilsTest",1.02,66
"org.apache.commons.collections4.QueueUtils",1.00,6
"org.apache.commons.collections4.QueueUtilsTest",1.00,5
"org.apache.commons.collections4.SetUtils",1.31,51
"org.apache.commons.collections4.SetUtils.SetView",1.00,4
"org.apache.commons.collections4.SetUtilsTest",1.07,15
"org.apache.commons.collections4.SplitMapUtils",2.67,8
"org.apache.commons.collections4.SplitMapUtils.WrappedGet",1.12,18
"org.apache.commons.collections4.SplitMapUtils.WrappedPut",1.07,16
"org.apache.commons.collections4.SplitMapUtilsTest",1.19,25
"org.apache.commons.collections4.TestUtils",1.00,3
"org.apache.commons.collections4.TransformerUtils",1.08,26
"org.apache.commons.collections4.TransformerUtilsTest",1.05,20
"org.apache.commons.collections4.TrieUtils",1.00,2
"org.apache.commons.collections4.TrieUtilsTest",1.00,1
"org.apache.commons.collections4.bag.AbstractBagDecorator",1.00,9
"org.apache.commons.collections4.bag.AbstractBagTest",2.11,59
"org.apache.commons.collections4.bag.AbstractBagTest.TestBagUniqueSet",1.00,12
"org.apache.commons.collections4.bag.AbstractMapBag",2.33,63
"org.apache.commons.collections4.bag.AbstractMapBag.BagIterator",2.25,9
"org.apache.commons.collections4.bag.AbstractMapBag.MutableInteger",1.33,4
"org.apache.commons.collections4.bag.AbstractSortedBagDecorator",1.00,6
"org.apache.commons.collections4.bag.AbstractSortedBagTest",1.50,15
"org.apache.commons.collections4.bag.CollectionBag",1.73,19
"org.apache.commons.collections4.bag.CollectionBagTest",1.29,9
"org.apache.commons.collections4.bag.CollectionSortedBag",1.73,19
"org.apache.commons.collections4.bag.CollectionSortedBagTest",1.40,14
"org.apache.commons.collections4.bag.HashBag",1.00,4
"org.apache.commons.collections4.bag.HashBagTest",1.00,4
"org.apache.commons.collections4.bag.PredicatedBag",1.00,9
"org.apache.commons.collections4.bag.PredicatedBagTest",1.09,12
"org.apache.commons.collections4.bag.PredicatedSortedBag",1.00,6
"org.apache.commons.collections4.bag.PredicatedSortedBagTest",1.00,10
"org.apache.commons.collections4.bag.SynchronizedBag",1.10,11
"org.apache.commons.collections4.bag.SynchronizedBag.SynchronizedBagSet",1.00,1
"org.apache.commons.collections4.bag.SynchronizedBagTest",1.00,4
"org.apache.commons.collections4.bag.SynchronizedSortedBag",1.00,7
"org.apache.commons.collections4.bag.TransformedBag",1.20,12
"org.apache.commons.collections4.bag.TransformedBagTest",1.50,9
"org.apache.commons.collections4.bag.TransformedSortedBag",1.29,9
"org.apache.commons.collections4.bag.TransformedSortedBagTest",1.50,9
"org.apache.commons.collections4.bag.TreeBag",1.20,12
"org.apache.commons.collections4.bag.TreeBagTest",1.00,9
"org.apache.commons.collections4.bag.UnmodifiableBag",1.07,16
"org.apache.commons.collections4.bag.UnmodifiableBagTest",1.00,11
"org.apache.commons.collections4.bag.UnmodifiableSortedBag",1.07,16
"org.apache.commons.collections4.bag.UnmodifiableSortedBagTest",1.00,11
"org.apache.commons.collections4.bidimap.AbstractBidiMapDecorator",1.00,7
"org.apache.commons.collections4.bidimap.AbstractBidiMapTest",1.32,37
"org.apache.commons.collections4.bidimap.AbstractBidiMapTest.TestBidiMapEntrySet",2.00,4
"org.apache.commons.collections4.bidimap.AbstractBidiMapTest.TestBidiMapIterator",1.00,9
"org.apache.commons.collections4.bidimap.AbstractBidiMapTest.TestInverseBidiMap",1.00,12
"org.apache.commons.collections4.bidimap.AbstractDualBidiMap",1.36,34
"org.apache.commons.collections4.bidimap.AbstractDualBidiMap.BidiMapIterator",1.67,15
"org.apache.commons.collections4.bidimap.AbstractDualBidiMap.EntrySet",2.33,7
"org.apache.commons.collections4.bidimap.AbstractDualBidiMap.EntrySetIterator",1.33,4
"org.apache.commons.collections4.bidimap.AbstractDualBidiMap.KeySet",1.25,5
"org.apache.commons.collections4.bidimap.AbstractDualBidiMap.KeySetIterator",1.33,4
"org.apache.commons.collections4.bidimap.AbstractDualBidiMap.MapEntry",1.50,3
"org.apache.commons.collections4.bidimap.AbstractDualBidiMap.Values",1.25,5
"org.apache.commons.collections4.bidimap.AbstractDualBidiMap.ValuesIterator",1.33,4
"org.apache.commons.collections4.bidimap.AbstractDualBidiMap.View",2.29,16
"org.apache.commons.collections4.bidimap.AbstractOrderedBidiMapDecorator",1.00,8
"org.apache.commons.collections4.bidimap.AbstractOrderedBidiMapDecoratorTest",1.00,6
"org.apache.commons.collections4.bidimap.AbstractOrderedBidiMapDecoratorTest.TestOrderedBidiMap",1.33,4
"org.apache.commons.collections4.bidimap.AbstractOrderedBidiMapTest",1.88,15
"org.apache.commons.collections4.bidimap.AbstractOrderedBidiMapTest.TestBidiOrderedMapIterator",1.00,9
"org.apache.commons.collections4.bidimap.AbstractSortedBidiMapDecorator",1.00,8
"org.apache.commons.collections4.bidimap.AbstractSortedBidiMapTest",1.45,29
"org.apache.commons.collections4.bidimap.DualHashBidiMap",1.00,6
"org.apache.commons.collections4.bidimap.DualHashBidiMapTest",1.00,4
"org.apache.commons.collections4.bidimap.DualLinkedHashBidiMap",1.00,6
"org.apache.commons.collections4.bidimap.DualLinkedHashBidiMapTest",1.00,5
"org.apache.commons.collections4.bidimap.DualTreeBidiMap",1.30,26
"org.apache.commons.collections4.bidimap.DualTreeBidiMap.BidiOrderedMapIterator",1.45,16
"org.apache.commons.collections4.bidimap.DualTreeBidiMap.ViewMap",1.11,10
"org.apache.commons.collections4.bidimap.DualTreeBidiMap2Test",1.18,13
"org.apache.commons.collections4.bidimap.DualTreeBidiMap2Test.IntegerComparator",1.00,1
"org.apache.commons.collections4.bidimap.DualTreeBidiMapTest",1.00,4
"org.apache.commons.collections4.bidimap.TreeBidiMap",2.72,177
"org.apache.commons.collections4.bidimap.TreeBidiMap.DataElement",1.00,2
"org.apache.commons.collections4.bidimap.TreeBidiMap.EntryView",1.75,7
"org.apache.commons.collections4.bidimap.TreeBidiMap.Inverse",1.39,32
"org.apache.commons.collections4.bidimap.TreeBidiMap.InverseEntryView",1.75,7
"org.apache.commons.collections4.bidimap.TreeBidiMap.InverseViewMapEntryIterator",1.00,4
"org.apache.commons.collections4.bidimap.TreeBidiMap.InverseViewMapIterator",1.33,8
"org.apache.commons.collections4.bidimap.TreeBidiMap.KeyView",1.00,4
"org.apache.commons.collections4.bidimap.TreeBidiMap.Node",1.29,27
"org.apache.commons.collections4.bidimap.TreeBidiMap.ValueView",1.00,4
"org.apache.commons.collections4.bidimap.TreeBidiMap.View",1.00,3
"org.apache.commons.collections4.bidimap.TreeBidiMap.ViewIterator",2.33,14
"org.apache.commons.collections4.bidimap.TreeBidiMap.ViewMapEntryIterator",1.00,3
"org.apache.commons.collections4.bidimap.TreeBidiMap.ViewMapIterator",1.33,8
"org.apache.commons.collections4.bidimap.TreeBidiMapTest",1.00,9
"org.apache.commons.collections4.bidimap.UnmodifiableBidiMap",1.17,14
"org.apache.commons.collections4.bidimap.UnmodifiableBidiMapTest",1.00,11
"org.apache.commons.collections4.bidimap.UnmodifiableOrderedBidiMap",1.15,15
"org.apache.commons.collections4.bidimap.UnmodifiableOrderedBidiMapTest",1.00,13
"org.apache.commons.collections4.bidimap.UnmodifiableSortedBidiMap",1.13,17
"org.apache.commons.collections4.bidimap.UnmodifiableSortedBidiMapTest",1.00,14
"org.apache.commons.collections4.collection.AbstractCollectionDecorator",1.05,20
"org.apache.commons.collections4.collection.AbstractCollectionTest",2.43,112
"org.apache.commons.collections4.collection.CompositeCollection",2.15,56
"org.apache.commons.collections4.collection.CompositeCollectionTest",1.21,47
"org.apache.commons.collections4.collection.IndexedCollection",1.82,31
"org.apache.commons.collections4.collection.IndexedCollectionTest",1.00,16
"org.apache.commons.collections4.collection.IndexedCollectionTest.IntegerTransformer",1.00,1
"org.apache.commons.collections4.collection.PredicatedCollection",1.57,11
"org.apache.commons.collections4.collection.PredicatedCollection.Builder",1.64,23
"org.apache.commons.collections4.collection.PredicatedCollectionBuilderTest",1.00,7
"org.apache.commons.collections4.collection.PredicatedCollectionBuilderTest.OddPredicate",1.00,1
"org.apache.commons.collections4.collection.PredicatedCollectionTest",1.00,12
"org.apache.commons.collections4.collection.SynchronizedCollection",1.19,25
"org.apache.commons.collections4.collection.SynchronizedCollectionTest",1.00,5
"org.apache.commons.collections4.collection.TransformedCollection",1.57,11
"org.apache.commons.collections4.collection.TransformedCollectionTest",1.20,12
"org.apache.commons.collections4.collection.TransformedCollectionTest.StringToInteger",1.00,1
"org.apache.commons.collections4.collection.UnmodifiableBoundedCollection",1.50,21
"org.apache.commons.collections4.collection.UnmodifiableBoundedCollectionTest",1.00,11
"org.apache.commons.collections4.collection.UnmodifiableCollection",1.10,11
"org.apache.commons.collections4.collection.UnmodifiableCollectionTest",1.00,10
"org.apache.commons.collections4.comparators.AbstractComparatorTest",1.17,14
"org.apache.commons.collections4.comparators.AbstractNullComparatorTest",1.00,2
"org.apache.commons.collections4.comparators.AbstractNullComparatorTest.TestNullComparator1",1.00,5
"org.apache.commons.collections4.comparators.AbstractNullComparatorTest.TestNullComparator2",1.00,5
"org.apache.commons.collections4.comparators.BooleanComparator",1.44,13
"org.apache.commons.collections4.comparators.BooleanComparatorTest",1.08,13
"org.apache.commons.collections4.comparators.ComparableComparator",1.00,5
"org.apache.commons.collections4.comparators.ComparableComparatorTest",1.00,4
"org.apache.commons.collections4.comparators.ComparatorChain",1.94,35
"org.apache.commons.collections4.comparators.ComparatorChainTest",1.20,12
"org.apache.commons.collections4.comparators.ComparatorChainTest.ColumnComparator",1.50,6
"org.apache.commons.collections4.comparators.ComparatorChainTest.PseudoRow",2.00,8
"org.apache.commons.collections4.comparators.FixedOrderComparator",3.00,36
"org.apache.commons.collections4.comparators.FixedOrderComparator.UnknownObjectBehavior",n/a,0
"org.apache.commons.collections4.comparators.FixedOrderComparatorTest",1.55,17
"org.apache.commons.collections4.comparators.NullComparator",2.43,17
"org.apache.commons.collections4.comparators.ReverseComparator",1.80,9
"org.apache.commons.collections4.comparators.ReverseComparatorTest",1.00,5
"org.apache.commons.collections4.comparators.TransformingComparator",2.40,12
"org.apache.commons.collections4.comparators.TransformingComparatorTest",1.40,7
"org.apache.commons.collections4.functors.AbstractAnyAllOnePredicateTest",1.00,4
"org.apache.commons.collections4.functors.AbstractClosureTest",1.00,1
"org.apache.commons.collections4.functors.AbstractCompositePredicateTest",1.11,10
"org.apache.commons.collections4.functors.AbstractMockPredicateTest",1.40,7
"org.apache.commons.collections4.functors.AbstractPredicateTest",1.00,4
"org.apache.commons.collections4.functors.AbstractQuantifierPredicate",1.00,2
"org.apache.commons.collections4.functors.AllPredicate",2.50,10
"org.apache.commons.collections4.functors.AllPredicateTest",1.00,9
"org.apache.commons.collections4.functors.AndPredicate",1.25,5
"org.apache.commons.collections4.functors.AnyPredicate",2.50,10
"org.apache.commons.collections4.functors.CatchAndRethrowClosure",1.00,1
"org.apache.commons.collections4.functors.CatchAndRethrowClosureTest",1.00,8
"org.apache.commons.collections4.functors.ChainedClosure",2.00,12
"org.apache.commons.collections4.functors.ChainedTransformer",1.83,11
"org.apache.commons.collections4.functors.CloneTransformer",1.33,4
"org.apache.commons.collections4.functors.ClosureTransformer",1.25,5
"org.apache.commons.collections4.functors.ComparatorPredicate",3.00,12
"org.apache.commons.collections4.functors.ComparatorPredicate.Criterion",n/a,0
"org.apache.commons.collections4.functors.ComparatorPredicateTest",1.00,6
"org.apache.commons.collections4.functors.ComparatorPredicateTest.TestComparator",1.00,1
"org.apache.commons.collections4.functors.ConstantFactory",1.25,5
"org.apache.commons.collections4.functors.ConstantTransformer",1.57,11
"org.apache.commons.collections4.functors.DefaultEquator",1.20,6
"org.apache.commons.collections4.functors.EqualPredicate",1.50,9
"org.apache.commons.collections4.functors.EqualPredicateTest",1.00,4
"org.apache.commons.collections4.functors.EqualPredicateTest.EqualsTestObject",1.00,2
"org.apache.commons.collections4.functors.ExceptionClosure",1.00,4
"org.apache.commons.collections4.functors.ExceptionFactory",1.00,4
"org.apache.commons.collections4.functors.ExceptionPredicate",1.00,4
"org.apache.commons.collections4.functors.ExceptionTransformer",1.00,4
"org.apache.commons.collections4.functors.FactoryTransformer",1.25,5
"org.apache.commons.collections4.functors.FalsePredicate",1.00,4
"org.apache.commons.collections4.functors.ForClosure",1.60,8
"org.apache.commons.collections4.functors.FunctorUtils",2.36,26
"org.apache.commons.collections4.functors.IdentityPredicate",1.25,5
"org.apache.commons.collections4.functors.IfClosure",1.38,11
"org.apache.commons.collections4.functors.IfTransformer",1.71,12
"org.apache.commons.collections4.functors.InstanceofPredicate",1.25,5
"org.apache.commons.collections4.functors.InstantiateFactory",1.80,9
"org.apache.commons.collections4.functors.InstantiateTransformer",2.00,10
"org.apache.commons.collections4.functors.InvokerTransformer",2.40,12
"org.apache.commons.collections4.functors.MapTransformer",1.25,5
"org.apache.commons.collections4.functors.NOPClosure",1.00,4
"org.apache.commons.collections4.functors.NOPTransformer",1.00,4
"org.apache.commons.collections4.functors.NonePredicate",2.00,8
"org.apache.commons.collections4.functors.NotNullPredicate",1.00,4
"org.apache.commons.collections4.functors.NotPredicate",1.25,5
"org.apache.commons.collections4.functors.NullIsExceptionPredicate",1.50,6
"org.apache.commons.collections4.functors.NullIsFalsePredicate",1.50,6
"org.apache.commons.collections4.functors.NullIsTruePredicate",1.50,6
"org.apache.commons.collections4.functors.NullPredicate",1.00,4
"org.apache.commons.collections4.functors.NullPredicateTest",1.00,3
"org.apache.commons.collections4.functors.OnePredicate",2.25,9
"org.apache.commons.collections4.functors.OrPredicate",1.25,5
"org.apache.commons.collections4.functors.PredicateTransformer",1.25,5
"org.apache.commons.collections4.functors.PrototypeFactory",2.00,4
"org.apache.commons.collections4.functors.PrototypeFactory.PrototypeCloneFactory",1.33,4
"org.apache.commons.collections4.functors.PrototypeFactory.PrototypeSerializationFactory",1.50,3
"org.apache.commons.collections4.functors.StringValueTransformer",1.00,4
"org.apache.commons.collections4.functors.SwitchClosure",2.50,20
"org.apache.commons.collections4.functors.SwitchTransformer",2.62,21
"org.apache.commons.collections4.functors.TransformedPredicate",1.40,7
"org.apache.commons.collections4.functors.TransformerClosure",1.25,5
"org.apache.commons.collections4.functors.TransformerPredicate",1.50,6
"org.apache.commons.collections4.functors.TruePredicate",1.00,4
"org.apache.commons.collections4.functors.UniquePredicate",1.00,3
"org.apache.commons.collections4.functors.WhileClosure",1.67,10
"org.apache.commons.collections4.iterators.AbstractEmptyIterator",1.00,11
"org.apache.commons.collections4.iterators.AbstractEmptyMapIterator",1.00,4
"org.apache.commons.collections4.iterators.AbstractIteratorDecorator",1.00,2
"org.apache.commons.collections4.iterators.AbstractIteratorTest",1.50,12
"org.apache.commons.collections4.iterators.AbstractListIteratorDecorator",1.09,12
"org.apache.commons.collections4.iterators.AbstractListIteratorTest",1.82,20
"org.apache.commons.collections4.iterators.AbstractMapIteratorDecorator",1.12,9
"org.apache.commons.collections4.iterators.AbstractMapIteratorTest",2.09,23
"org.apache.commons.collections4.iterators.AbstractOrderedMapIteratorDecorator",1.10,11
"org.apache.commons.collections4.iterators.AbstractOrderedMapIteratorTest",3.25,13
"org.apache.commons.collections4.iterators.AbstractUntypedIteratorDecorator",1.25,5
"org.apache.commons.collections4.iterators.ArrayIterator",1.36,15
"org.apache.commons.collections4.iterators.ArrayIterator2Test",1.33,12
"org.apache.commons.collections4.iterators.ArrayIteratorTest",1.14,8
"org.apache.commons.collections4.iterators.ArrayListIterator",1.27,14
"org.apache.commons.collections4.iterators.ArrayListIterator2Test",1.00,6
"org.apache.commons.collections4.iterators.ArrayListIteratorTest",1.43,10
"org.apache.commons.collections4.iterators.BoundedIterator",2.33,14
"org.apache.commons.collections4.iterators.BoundedIteratorTest",1.00,18
"org.apache.commons.collections4.iterators.CollatingIterator",2.00,44
"org.apache.commons.collections4.iterators.CollatingIteratorTest",1.92,25
"org.apache.commons.collections4.iterators.EmptyIterator",1.00,3
"org.apache.commons.collections4.iterators.EmptyListIterator",1.00,3
"org.apache.commons.collections4.iterators.EmptyMapIterator",1.00,2
"org.apache.commons.collections4.iterators.EmptyOrderedIterator",1.00,2
"org.apache.commons.collections4.iterators.EmptyOrderedMapIterator",1.00,2
"org.apache.commons.collections4.iterators.EntrySetMapIterator",1.56,14
"org.apache.commons.collections4.iterators.EnumerationIterator",1.25,10
"org.apache.commons.collections4.iterators.FilterIterator",1.36,15
"org.apache.commons.collections4.iterators.FilterIteratorTest",1.39,25
"org.apache.commons.collections4.iterators.FilterListIterator",1.57,33
"org.apache.commons.collections4.iterators.FilterListIteratorTest",1.68,47
"org.apache.commons.collections4.iterators.IteratorChain",1.64,23
"org.apache.commons.collections4.iterators.IteratorChainTest",1.40,14
"org.apache.commons.collections4.iterators.IteratorEnumeration",1.00,6
"org.apache.commons.collections4.iterators.IteratorEnumerationTest",1.00,1
"org.apache.commons.collections4.iterators.IteratorIterable",1.29,9
"org.apache.commons.collections4.iterators.IteratorIterableTest",1.33,8
"org.apache.commons.collections4.iterators.LazyIteratorChain",2.25,9
"org.apache.commons.collections4.iterators.LazyIteratorChainTest",1.69,22
"org.apache.commons.collections4.iterators.ListIteratorWrapper",2.45,27
"org.apache.commons.collections4.iterators.ListIteratorWrapper2Test",1.57,11
"org.apache.commons.collections4.iterators.ListIteratorWrapperTest",1.57,11
"org.apache.commons.collections4.iterators.LoopingIterator",1.50,9
"org.apache.commons.collections4.iterators.LoopingIteratorTest",1.00,8
"org.apache.commons.collections4.iterators.LoopingListIterator",1.77,23
"org.apache.commons.collections4.iterators.LoopingListIteratorTest",1.00,12
"org.apache.commons.collections4.iterators.NodeListIterator",1.60,8
"org.apache.commons.collections4.iterators.NodeListIteratorTest",1.08,13
"org.apache.commons.collections4.iterators.ObjectArrayIterator",1.50,15
"org.apache.commons.collections4.iterators.ObjectArrayIteratorTest",1.09,12
"org.apache.commons.collections4.iterators.ObjectArrayListIterator",1.27,14
"org.apache.commons.collections4.iterators.ObjectArrayListIterator2Test",1.00,6
"org.apache.commons.collections4.iterators.ObjectArrayListIteratorTest",1.50,9
"org.apache.commons.collections4.iterators.ObjectGraphIterator",2.62,21
"org.apache.commons.collections4.iterators.ObjectGraphIteratorTest",1.32,25
"org.apache.commons.collections4.iterators.ObjectGraphIteratorTest.Branch",1.00,3
"org.apache.commons.collections4.iterators.ObjectGraphIteratorTest.Forest",1.00,3
"org.apache.commons.collections4.iterators.ObjectGraphIteratorTest.Leaf",1.00,2
"org.apache.commons.collections4.iterators.ObjectGraphIteratorTest.LeafFinder",5.00,5
"org.apache.commons.collections4.iterators.ObjectGraphIteratorTest.Tree",1.00,3
"org.apache.commons.collections4.iterators.PeekingIterator",2.25,18
"org.apache.commons.collections4.iterators.PeekingIteratorTest",1.09,12
"org.apache.commons.collections4.iterators.PermutationIterator",3.50,14
"org.apache.commons.collections4.iterators.PermutationIteratorTest",1.58,19
"org.apache.commons.collections4.iterators.PushbackIterator",1.50,9
"org.apache.commons.collections4.iterators.PushbackIteratorTest",1.10,11
"org.apache.commons.collections4.iterators.ReverseListIterator",1.36,15
"org.apache.commons.collections4.iterators.ReverseListIteratorTest",1.29,9
"org.apache.commons.collections4.iterators.SingletonIterator",1.50,9
"org.apache.commons.collections4.iterators.SingletonIterator2Test",1.00,7
"org.apache.commons.collections4.iterators.SingletonIteratorTest",1.00,8
"org.apache.commons.collections4.iterators.SingletonListIterator",1.55,17
"org.apache.commons.collections4.iterators.SingletonListIteratorTest",1.00,8
"org.apache.commons.collections4.iterators.SkippingIterator",1.75,7
"org.apache.commons.collections4.iterators.SkippingIteratorTest",1.00,15
"org.apache.commons.collections4.iterators.TransformIterator",1.00,11
"org.apache.commons.collections4.iterators.UniqueFilterIterator",1.00,1
"org.apache.commons.collections4.iterators.UniqueFilterIteratorTest",1.20,6
"org.apache.commons.collections4.iterators.UnmodifiableIterator",1.40,7
"org.apache.commons.collections4.iterators.UnmodifiableIteratorTest",1.00,7
"org.apache.commons.collections4.iterators.UnmodifiableListIterator",1.18,13
"org.apache.commons.collections4.iterators.UnmodifiableListIteratorTest",1.00,9
"org.apache.commons.collections4.iterators.UnmodifiableMapIterator",1.25,10
"org.apache.commons.collections4.iterators.UnmodifiableMapIteratorTest",1.00,9
"org.apache.commons.collections4.iterators.UnmodifiableOrderedMapIterator",1.20,12
"org.apache.commons.collections4.iterators.UnmodifiableOrderedMapIteratorTest",1.00,9
"org.apache.commons.collections4.iterators.ZippingIterator",2.17,13
"org.apache.commons.collections4.iterators.ZippingIteratorTest",2.00,22
"org.apache.commons.collections4.junit.AbstractAvailableLocalesTest",1.50,6
"org.apache.commons.collections4.junit.ObjectToStringComparator",4.00,4
"org.apache.commons.collections4.junit.SetDefaultLocaleTestRule",1.00,4
"org.apache.commons.collections4.keyvalue.AbstractKeyValue",1.00,6
"org.apache.commons.collections4.keyvalue.AbstractMapEntry",2.50,10
