Complexity metrics,Sun, 16 Jun 2019 17:13:20 EDT
Method,ev(G),iv(G),v(G)
"org.apache.commons.collections4.map.Flat3MapTest.testRemove2()",1,1,1
"org.apache.commons.collections4.map.Flat3MapTest.testRemove3()",1,1,1
"org.apache.commons.collections4.map.Flat3MapTest.testRemove4()",1,1,1
"org.apache.commons.collections4.map.Flat3MapTest.testRemove5()",1,1,1
"org.apache.commons.collections4.map.Flat3MapTest.testRemove6()",1,1,1
"org.apache.commons.collections4.map.Flat3MapTest.testRemove7()",1,1,1
"org.apache.commons.collections4.map.Flat3MapTest.testRemove8()",1,1,1
"org.apache.commons.collections4.map.Flat3MapTest.testRemove9()",1,1,1
"org.apache.commons.collections4.map.Flat3MapTest.testSerialisation0()",1,1,1
"org.apache.commons.collections4.map.Flat3MapTest.testSerialisation2()",1,1,1
"org.apache.commons.collections4.map.Flat3MapTest.testSerialisation4()",1,1,1
"org.apache.commons.collections4.map.Flat3MapTest.testToString()",1,1,1
"org.apache.commons.collections4.map.HashedMap.HashedMap()",1,1,1
"org.apache.commons.collections4.map.HashedMap.HashedMap(Map<? extends K, ? extends V>)",1,1,1
"org.apache.commons.collections4.map.HashedMap.HashedMap(int)",1,1,1
"org.apache.commons.collections4.map.HashedMap.HashedMap(int,float)",1,1,1
"org.apache.commons.collections4.map.HashedMap.clone()",1,1,1
"org.apache.commons.collections4.map.HashedMap.readObject(ObjectInputStream)",1,1,1
"org.apache.commons.collections4.map.HashedMap.writeObject(ObjectOutputStream)",1,1,1
"org.apache.commons.collections4.map.HashedMapTest.HashedMapTest(String)",1,1,1
"org.apache.commons.collections4.map.HashedMapTest.getCompatibilityVersion()",1,1,1
"org.apache.commons.collections4.map.HashedMapTest.makeObject()",1,1,1
"org.apache.commons.collections4.map.HashedMapTest.suite()",1,1,1
"org.apache.commons.collections4.map.HashedMapTest.testClone()",1,1,1
"org.apache.commons.collections4.map.HashedMapTest.testInitialCapacityZero()",1,1,1
"org.apache.commons.collections4.map.HashedMapTest.testInternalState()",1,1,1
"org.apache.commons.collections4.map.IdentityMap.IdentityEntry.IdentityEntry(HashEntry<K, V>,int,K,V)",1,1,1
"org.apache.commons.collections4.map.IdentityMap.IdentityEntry.equals(Object)",3,2,4
"org.apache.commons.collections4.map.IdentityMap.IdentityEntry.hashCode()",1,1,1
"org.apache.commons.collections4.map.IdentityMap.IdentityMap()",1,1,1
"org.apache.commons.collections4.map.IdentityMap.IdentityMap(Map<K, V>)",1,1,1
"org.apache.commons.collections4.map.IdentityMap.IdentityMap(int)",1,1,1
"org.apache.commons.collections4.map.IdentityMap.IdentityMap(int,float)",1,1,1
"org.apache.commons.collections4.map.IdentityMap.clone()",1,1,1
"org.apache.commons.collections4.map.IdentityMap.createEntry(HashEntry<K, V>,int,K,V)",1,1,1
"org.apache.commons.collections4.map.IdentityMap.hash(Object)",1,1,1
"org.apache.commons.collections4.map.IdentityMap.isEqualKey(Object,Object)",1,1,1
"org.apache.commons.collections4.map.IdentityMap.isEqualValue(Object,Object)",1,1,1
"org.apache.commons.collections4.map.IdentityMap.readObject(ObjectInputStream)",1,1,1
"org.apache.commons.collections4.map.IdentityMap.writeObject(ObjectOutputStream)",1,1,1
"org.apache.commons.collections4.map.LRUMap.LRUMap()",1,1,1
"org.apache.commons.collections4.map.LRUMap.LRUMap(Map<? extends K, ? extends V>)",1,1,1
"org.apache.commons.collections4.map.LRUMap.LRUMap(Map<? extends K, ? extends V>,boolean)",1,1,1
"org.apache.commons.collections4.map.LRUMap.LRUMap(int)",1,1,1
"org.apache.commons.collections4.map.LRUMap.LRUMap(int,boolean)",1,1,1
"org.apache.commons.collections4.map.LRUMap.LRUMap(int,float)",1,1,1
"org.apache.commons.collections4.map.LRUMap.LRUMap(int,float,boolean)",1,1,1
"org.apache.commons.collections4.map.LRUMap.LRUMap(int,int)",1,1,1
"org.apache.commons.collections4.map.LRUMap.LRUMap(int,int,float)",1,1,1
"org.apache.commons.collections4.map.LRUMap.LRUMap(int,int,float,boolean)",3,1,3
"org.apache.commons.collections4.map.LRUMap.addMapping(int,int,K,V)",8,5,9
"org.apache.commons.collections4.map.LRUMap.clone()",1,1,1
"org.apache.commons.collections4.map.LRUMap.doReadObject(ObjectInputStream)",1,1,1
"org.apache.commons.collections4.map.LRUMap.doWriteObject(ObjectOutputStream)",1,1,1
"org.apache.commons.collections4.map.LRUMap.get(Object)",1,1,1
"org.apache.commons.collections4.map.LRUMap.get(Object,boolean)",2,2,3
"org.apache.commons.collections4.map.LRUMap.isFull()",1,1,1
"org.apache.commons.collections4.map.LRUMap.isScanUntilRemovable()",1,1,1
"org.apache.commons.collections4.map.LRUMap.maxSize()",1,1,1
"org.apache.commons.collections4.map.LRUMap.moveToMRU(LinkEntry<K, V>)",4,1,4
"org.apache.commons.collections4.map.LRUMap.readObject(ObjectInputStream)",1,1,1
"org.apache.commons.collections4.map.LRUMap.removeLRU(LinkEntry<K, V>)",1,1,1
"org.apache.commons.collections4.map.LRUMap.reuseMapping(LinkEntry<K, V>,int,int,K,V)",2,1,5
"org.apache.commons.collections4.map.LRUMap.updateEntry(HashEntry<K, V>,V)",1,1,1
"org.apache.commons.collections4.map.LRUMap.writeObject(ObjectOutputStream)",1,1,1
"org.apache.commons.collections4.map.LRUMapTest.LRUMapTest(String)",1,1,1
"org.apache.commons.collections4.map.LRUMapTest.MockLRUMapSubclass.MockLRUMapSubclass(int)",1,1,1
"org.apache.commons.collections4.map.LRUMapTest.MockLRUMapSubclass.removeLRU(LinkEntry<K, V>)",1,1,1
"org.apache.commons.collections4.map.LRUMapTest.MockLRUMapSubclassBlocksRemove.MockLRUMapSubclassBlocksRemove(int,boolean)",1,1,1
"org.apache.commons.collections4.map.LRUMapTest.MockLRUMapSubclassBlocksRemove.removeLRU(LinkEntry<K, V>)",1,1,1
"org.apache.commons.collections4.map.LRUMapTest.MockLRUMapSubclassFirstBlocksRemove.MockLRUMapSubclassFirstBlocksRemove(int)",1,1,1
"org.apache.commons.collections4.map.LRUMapTest.MockLRUMapSubclassFirstBlocksRemove.removeLRU(LinkEntry<K, V>)",2,1,2
"org.apache.commons.collections4.map.LRUMapTest.SingleHashCode.SingleHashCode(String)",1,1,1
"org.apache.commons.collections4.map.LRUMapTest.SingleHashCode.hashCode()",1,1,1
"org.apache.commons.collections4.map.LRUMapTest.SingleHashCode.toString()",1,1,1
"org.apache.commons.collections4.map.LRUMapTest.getCompatibilityVersion()",1,1,1
"org.apache.commons.collections4.map.LRUMapTest.getMap()",1,1,1
"org.apache.commons.collections4.map.LRUMapTest.isGetStructuralModify()",1,1,1
"org.apache.commons.collections4.map.LRUMapTest.makeFullMap()",1,1,1
"org.apache.commons.collections4.map.LRUMapTest.makeObject()",1,1,1
"org.apache.commons.collections4.map.LRUMapTest.suite()",1,1,1
"org.apache.commons.collections4.map.LRUMapTest.testAccessOrder()",2,2,3
"org.apache.commons.collections4.map.LRUMapTest.testAccessOrder2()",2,2,3
"org.apache.commons.collections4.map.LRUMapTest.testClone()",1,1,1
"org.apache.commons.collections4.map.LRUMapTest.testCtors()",1,1,7
"org.apache.commons.collections4.map.LRUMapTest.testInternalState_Buckets()",2,2,3
"org.apache.commons.collections4.map.LRUMapTest.testInternalState_getEntry_int()",2,2,5
"org.apache.commons.collections4.map.LRUMapTest.testLRU()",2,2,3
"org.apache.commons.collections4.map.LRUMapTest.testRemoveLRU()",1,1,1
"org.apache.commons.collections4.map.LRUMapTest.testRemoveLRUBlocksRemove()",1,1,1
"org.apache.commons.collections4.map.LRUMapTest.testRemoveLRUBlocksRemoveScan()",1,1,1
"org.apache.commons.collections4.map.LRUMapTest.testRemoveLRUFirstBlocksRemove()",1,1,1
"org.apache.commons.collections4.map.LRUMapTest.testReset()",1,1,1
"org.apache.commons.collections4.map.LRUMapTest.testSynchronizedRemoveFromEntrySet()",1,11,12
"org.apache.commons.collections4.map.LRUMapTest.testSynchronizedRemoveFromKeySet()",1,11,12
"org.apache.commons.collections4.map.LRUMapTest.testSynchronizedRemoveFromMapIterator()",1,11,12
"org.apache.commons.collections4.map.LRUMapTest.testSynchronizedRemoveFromValues()",1,11,12
"org.apache.commons.collections4.map.LazyMap.LazyMap(Map<K, V>,Factory<? extends V>)",2,1,2
"org.apache.commons.collections4.map.LazyMap.LazyMap(Map<K, V>,Transformer<? super K, ? extends V>)",2,1,2
"org.apache.commons.collections4.map.LazyMap.get(Object)",2,2,2
"org.apache.commons.collections4.map.LazyMap.lazyMap(Map<K, V>,Factory<? extends V>)",1,1,1
"org.apache.commons.collections4.map.LazyMap.lazyMap(Map<K, V>,Transformer<? super K, ? extends V>)",1,1,1
"org.apache.commons.collections4.map.LazyMap.readObject(ObjectInputStream)",1,1,1
"org.apache.commons.collections4.map.LazyMap.writeObject(ObjectOutputStream)",1,1,1
"org.apache.commons.collections4.map.LazyMapTest.LazyMapTest(String)",1,1,1
"org.apache.commons.collections4.map.LazyMapTest.getCompatibilityVersion()",1,1,1
"org.apache.commons.collections4.map.LazyMapTest.makeObject()",1,1,1
"org.apache.commons.collections4.map.LazyMapTest.mapGetWithFactory()",1,1,1
"org.apache.commons.collections4.map.LazyMapTest.mapGetWithTransformer()",1,1,1
"org.apache.commons.collections4.map.LazyMapTest.testMapGet()",1,1,1
"org.apache.commons.collections4.map.LazySortedMap.LazySortedMap(SortedMap<K, V>,Factory<? extends V>)",1,1,1
"org.apache.commons.collections4.map.LazySortedMap.LazySortedMap(SortedMap<K, V>,Transformer<? super K, ? extends V>)",1,1,1
"org.apache.commons.collections4.map.LazySortedMap.comparator()",1,1,1
"org.apache.commons.collections4.map.LazySortedMap.firstKey()",1,1,1
"org.apache.commons.collections4.map.LazySortedMap.getSortedMap()",1,1,1
"org.apache.commons.collections4.map.LazySortedMap.headMap(K)",1,1,1
"org.apache.commons.collections4.map.LazySortedMap.lastKey()",1,1,1
"org.apache.commons.collections4.map.LazySortedMap.lazySortedMap(SortedMap<K, V>,Factory<? extends V>)",1,1,1
"org.apache.commons.collections4.map.LazySortedMap.lazySortedMap(SortedMap<K, V>,Transformer<? super K, ? extends V>)",1,1,1
"org.apache.commons.collections4.map.LazySortedMap.subMap(K,K)",1,1,1
"org.apache.commons.collections4.map.LazySortedMap.tailMap(K)",1,1,1
"org.apache.commons.collections4.map.LazySortedMapTest.LazySortedMapTest(String)",1,1,1
"org.apache.commons.collections4.map.LazySortedMapTest.getCompatibilityVersion()",1,1,1
"org.apache.commons.collections4.map.LazySortedMapTest.isAllowNullKey()",1,1,1
"org.apache.commons.collections4.map.LazySortedMapTest.makeObject()",1,1,1
"org.apache.commons.collections4.map.LazySortedMapTest.mapGet()",1,1,1
"org.apache.commons.collections4.map.LazySortedMapTest.testMapGet()",1,1,1
"org.apache.commons.collections4.map.LazySortedMapTest.testSortOrder()",1,1,1
"org.apache.commons.collections4.map.LazySortedMapTest.testTransformerDecorate()",1,1,3
"org.apache.commons.collections4.map.LinkedMap.LinkedMap()",1,1,1
"org.apache.commons.collections4.map.LinkedMap.LinkedMap(Map<? extends K, ? extends V>)",1,1,1
"org.apache.commons.collections4.map.LinkedMap.LinkedMap(int)",1,1,1
"org.apache.commons.collections4.map.LinkedMap.LinkedMap(int,float)",1,1,1
"org.apache.commons.collections4.map.LinkedMap.LinkedMapList.LinkedMapList(LinkedMap<K, ?>)",1,1,1
"org.apache.commons.collections4.map.LinkedMap.LinkedMapList.clear()",1,1,1
"org.apache.commons.collections4.map.LinkedMap.LinkedMapList.contains(Object)",1,1,1
"org.apache.commons.collections4.map.LinkedMap.LinkedMapList.containsAll(Collection<?>)",1,1,1
"org.apache.commons.collections4.map.LinkedMap.LinkedMapList.get(int)",1,1,1
"org.apache.commons.collections4.map.LinkedMap.LinkedMapList.indexOf(Object)",1,1,1
"org.apache.commons.collections4.map.LinkedMap.LinkedMapList.iterator()",1,1,1
"org.apache.commons.collections4.map.LinkedMap.LinkedMapList.lastIndexOf(Object)",1,1,1
"org.apache.commons.collections4.map.LinkedMap.LinkedMapList.listIterator()",1,1,1
"org.apache.commons.collections4.map.LinkedMap.LinkedMapList.listIterator(int)",1,1,1
"org.apache.commons.collections4.map.LinkedMap.LinkedMapList.remove(Object)",1,1,1
"org.apache.commons.collections4.map.LinkedMap.LinkedMapList.remove(int)",1,1,1
"org.apache.commons.collections4.map.LinkedMap.LinkedMapList.removeAll(Collection<?>)",1,1,1
"org.apache.commons.collections4.map.LinkedMap.LinkedMapList.removeIf(Predicate<? super K>)",1,1,1
"org.apache.commons.collections4.map.LinkedMap.LinkedMapList.retainAll(Collection<?>)",1,1,1
"org.apache.commons.collections4.map.LinkedMap.LinkedMapList.size()",1,1,1
"org.apache.commons.collections4.map.LinkedMap.LinkedMapList.subList(int,int)",1,1,1
"org.apache.commons.collections4.map.LinkedMap.LinkedMapList.toArray()",1,1,1
"org.apache.commons.collections4.map.LinkedMap.LinkedMapList.toArray(T[])",1,1,1
"org.apache.commons.collections4.map.LinkedMap.asList()",1,1,1
"org.apache.commons.collections4.map.LinkedMap.clone()",1,1,1
"org.apache.commons.collections4.map.LinkedMap.get(int)",1,1,1
"org.apache.commons.collections4.map.LinkedMap.getValue(int)",1,1,1
"org.apache.commons.collections4.map.LinkedMap.indexOf(Object)",3,2,3
"org.apache.commons.collections4.map.LinkedMap.readObject(ObjectInputStream)",1,1,1
"org.apache.commons.collections4.map.LinkedMap.remove(int)",1,1,1
"org.apache.commons.collections4.map.LinkedMap.writeObject(ObjectOutputStream)",1,1,1
"org.apache.commons.collections4.map.LinkedMapTest.LinkedMapTest(String)",1,1,1
"org.apache.commons.collections4.map.LinkedMapTest.TestListView.TestListView()",1,1,1
"org.apache.commons.collections4.map.LinkedMapTest.TestListView.getFullElements()",1,1,1
"org.apache.commons.collections4.map.LinkedMapTest.TestListView.isAddSupported()",1,1,1
"org.apache.commons.collections4.map.LinkedMapTest.TestListView.isNullSupported()",1,1,1
"org.apache.commons.collections4.map.LinkedMapTest.TestListView.isRemoveSupported()",1,1,1
"org.apache.commons.collections4.map.LinkedMapTest.TestListView.isSetSupported()",1,1,1
"org.apache.commons.collections4.map.LinkedMapTest.TestListView.isTestSerialization()",1,1,1
"org.apache.commons.collections4.map.LinkedMapTest.TestListView.makeFullCollection()",1,1,1
"org.apache.commons.collections4.map.LinkedMapTest.TestListView.makeObject()",1,1,1
"org.apache.commons.collections4.map.LinkedMapTest.bulkTestListView()",1,1,1
"org.apache.commons.collections4.map.LinkedMapTest.getCompatibilityVersion()",1,1,1
"org.apache.commons.collections4.map.LinkedMapTest.getMap()",1,1,1
"org.apache.commons.collections4.map.LinkedMapTest.makeFullMap()",1,1,1
"org.apache.commons.collections4.map.LinkedMapTest.makeObject()",1,1,1
"org.apache.commons.collections4.map.LinkedMapTest.suite()",1,1,1
"org.apache.commons.collections4.map.LinkedMapTest.testClone()",1,1,1
"org.apache.commons.collections4.map.LinkedMapTest.testGetByIndex()",1,2,6
"org.apache.commons.collections4.map.LinkedMapTest.testGetValueByIndex()",1,2,6
"org.apache.commons.collections4.map.LinkedMapTest.testIndexOf()",1,3,3
"org.apache.commons.collections4.map.LinkedMapTest.testInitialCapacityZero()",1,1,1
"org.apache.commons.collections4.map.LinkedMapTest.testInsertionOrder()",2,2,3
"org.apache.commons.collections4.map.LinkedMapTest.testRemoveByIndex()",1,3,7
"org.apache.commons.collections4.map.LinkedMapTest.testReset()",1,1,1
"org.apache.commons.collections4.map.ListOrderedMap.EntrySetView.EntrySetView(ListOrderedMap<K, V>,List<K>)",1,1,1
"org.apache.commons.collections4.map.ListOrderedMap.EntrySetView.clear()",1,1,1
"org.apache.commons.collections4.map.ListOrderedMap.EntrySetView.contains(Object)",1,1,1
"org.apache.commons.collections4.map.ListOrderedMap.EntrySetView.containsAll(Collection<?>)",1,1,1
"org.apache.commons.collections4.map.ListOrderedMap.EntrySetView.equals(Object)",2,1,2
"org.apache.commons.collections4.map.ListOrderedMap.EntrySetView.getEntrySet()",1,2,2
"org.apache.commons.collections4.map.ListOrderedMap.EntrySetView.hashCode()",1,1,1
"org.apache.commons.collections4.map.ListOrderedMap.EntrySetView.isEmpty()",1,1,1
"org.apache.commons.collections4.map.ListOrderedMap.EntrySetView.iterator()",1,1,1
"org.apache.commons.collections4.map.ListOrderedMap.EntrySetView.remove(Object)",3,2,3
"org.apache.commons.collections4.map.ListOrderedMap.EntrySetView.size()",1,1,1
"org.apache.commons.collections4.map.ListOrderedMap.EntrySetView.toString()",1,1,1
"org.apache.commons.collections4.map.ListOrderedMap.KeySetView.KeySetView(ListOrderedMap<K, ?>)",1,1,1
"org.apache.commons.collections4.map.ListOrderedMap.KeySetView.clear()",1,1,1
"org.apache.commons.collections4.map.ListOrderedMap.KeySetView.contains(Object)",1,1,1
"org.apache.commons.collections4.map.ListOrderedMap.KeySetView.iterator()",1,1,1
"org.apache.commons.collections4.map.ListOrderedMap.KeySetView.size()",1,1,1
"org.apache.commons.collections4.map.ListOrderedMap.ListOrderedIterator.ListOrderedIterator(ListOrderedMap<K, V>,List<K>)",1,1,1
"org.apache.commons.collections4.map.ListOrderedMap.ListOrderedIterator.next()",1,1,1
"org.apache.commons.collections4.map.ListOrderedMap.ListOrderedIterator.remove()",1,1,1
"org.apache.commons.collections4.map.ListOrderedMap.ListOrderedMap()",1,1,1
"org.apache.commons.collections4.map.ListOrderedMap.ListOrderedMap(Map<K, V>)",1,1,1
"org.apache.commons.collections4.map.ListOrderedMap.ListOrderedMapEntry.ListOrderedMapEntry(ListOrderedMap<K, V>,K)",1,1,1
"org.apache.commons.collections4.map.ListOrderedMap.ListOrderedMapEntry.getValue()",1,1,1
"org.apache.commons.collections4.map.ListOrderedMap.ListOrderedMapEntry.setValue(V)",1,1,1
"org.apache.commons.collections4.map.ListOrderedMap.ListOrderedMapIterator.ListOrderedMapIterator(ListOrderedMap<K, V>)",1,1,1
"org.apache.commons.collections4.map.ListOrderedMap.ListOrderedMapIterator.getKey()",2,1,2
"org.apache.commons.collections4.map.ListOrderedMap.ListOrderedMapIterator.getValue()",2,1,2
"org.apache.commons.collections4.map.ListOrderedMap.ListOrderedMapIterator.hasNext()",1,1,1
"org.apache.commons.collections4.map.ListOrderedMap.ListOrderedMapIterator.hasPrevious()",1,1,1
"org.apache.commons.collections4.map.ListOrderedMap.ListOrderedMapIterator.next()",1,1,1
"org.apache.commons.collections4.map.ListOrderedMap.ListOrderedMapIterator.previous()",1,1,1
"org.apache.commons.collections4.map.ListOrderedMap.ListOrderedMapIterator.remove()",2,1,2
"org.apache.commons.collections4.map.ListOrderedMap.ListOrderedMapIterator.reset()",1,1,1
"org.apache.commons.collections4.map.ListOrderedMap.ListOrderedMapIterator.setValue(V)",2,1,2
"org.apache.commons.collections4.map.ListOrderedMap.ListOrderedMapIterator.toString()",2,2,2
"org.apache.commons.collections4.map.ListOrderedMap.ValuesView.ValuesView(ListOrderedMap<?, V>)",1,1,1
"org.apache.commons.collections4.map.ListOrderedMap.ValuesView.clear()",1,1,1
